date,quiz_id,quiz_title,count
2026-06-12,quiz_50,What Would You Do in Euphoria’s Most Raw Moments?,0
2026-06-12,quiz_51,What Euphoria Aesthetic Type Are You?,0
2026-06-12,quiz_52,What’s Your Future Euphoria-Inspired Life Path?,0
2026-06-12,quiz_53,Which Sabrina Carpenter Archetype Are You?,0
2026-06-12,quiz_54,What Sabrina Carpenter-Aligned Personality Type Are You?,0
2026-06-12,quiz_55,How Sabrina Carpenter-Coded Are You?,0
2026-06-12,quiz_56,What’s Your Sabrina Carpenter Hidden Personality?,0
2026-06-12,quiz_57,What Would You Do in Sabrina Carpenter-Inspired Scenarios?,0
2026-06-12,quiz_58,What Sabrina Carpenter-Inspired Aesthetic Personality Are You?,0
2026-06-12,quiz_59,What’s Your Future Sabrina Carpenter-Inspired Life Path?,0
2026-06-12,quiz_60,Which NewJeans Member Is Your Perfect Soulmate?,0
2026-06-12,quiz_61,Which NewJeans-Inspired Personality Are You?,0
2026-06-12,quiz_62,What NewJeans-Infused Personality Type Are You?,0
2026-06-12,quiz_63,What NewJeans-Inspired Personality Type Are You?,0
2026-06-12,quiz_64,What’s Your NewJeans-Inspired Aesthetic Personality?,0
2026-06-12,quiz_65,What Will Your NewJeans-Aligned Future Self Be Like?,0
2026-06-12,quiz_66,Which Bluey Character Is Your Perfect Soulmate?,0
2026-06-12,quiz_67,Which Bluey Character Are You?,0
2026-06-12,quiz_68,What’s Your Bluey Adventure Personality?,0
2026-06-12,quiz_69,How Bluey-esque Is Your Personality?,0
2026-06-12,quiz_70,What’s Your Hidden Bluey Trait?,0
2026-06-12,quiz_71,What Would You Do in Bluey's World?,0
2026-06-12,quiz_72,What Bluey Character Type Are You?,0
2026-06-12,quiz_73,What Will Your Future Bluey-Inspired Life Look Like?,0
2026-06-12,quiz_74,Which Stardew Valley Villager Are You?,0
2026-06-12,quiz_75,What’s Your Stardew Valley Farmer Type?,0
2026-06-12,quiz_76,How Stardew Valley-Aligned Are You?,0
2026-06-12,quiz_77,What’s Your Hidden Stardew Valley Trait?,0
2026-06-12,quiz_78,What Would You Do in Stardew Valley?,0
2026-06-12,quiz_79,Which Stardew Valley Farmer Archetype Are You?,0
2026-06-12,quiz_80,What Will Your Future Stardew Valley Life Be?,0
2026-06-12,quiz_81,What’s Your Fortnite Playstyle Personality?,0
2026-06-12,quiz_82,How Fortnite-Aligned Is Your Personality?,0
2026-06-12,quiz_83,What’s Your Hidden Fortnite Gaming Trait?,0
2026-06-12,quiz_84,What’s Your Fortnite Playstyle Personality?,0
2026-06-12,quiz_85,What Fortnite Playstyle Personality Are You?,0
2026-06-12,quiz_86,What’s Your Future Fortnite Battle Destiny?,0
2026-06-12,quiz_87,Which League of Legends Champion Is Your Ideal Soulmate?,0
2026-06-12,quiz_88,Which League of Legends Champion Matches Your True Personality?,0
2026-06-12,quiz_89,What’s Your LOL Playstyle Personality?,0
2026-06-12,quiz_90,How Deeply Does Your Personality Align with League of Legends?,0
2026-06-12,quiz_91,What's Your Hidden League of Legends Trait?,0
2026-06-12,quiz_92,What Would You Do in League of Legends’ High-Stakes Moments?,0
2026-06-12,quiz_93,What’s Your LOL Inner Playstyle Personality?,0
2026-06-12,quiz_94,What’s your future League of Legends competitive destiny?,0
2026-06-12,quiz_95,Which Taylor Swift-Inspired Soulmate Is Your Perfect Match?,0
2026-06-12,quiz_96,Which Taylor Swift-Inspired Personality Type Are You?,0
2026-06-12,quiz_97,What Taylor Swift-Inspired Personality Type Are You?,0
2026-06-12,quiz_98,How Taylor Swift Are You?,0
2026-06-12,quiz_99,What’s Your Hidden Taylor Swift-Inspired Personality Trait?,0
